ID,age,seen
19840699,27,NO
19840743,27,YES
19840772,27,YES
19840823,27,NO
19840836,27,NO
19840847,27,YES
19840858,27,YES
19840872,27,NO
19840880,27,NO
19841012,27,NO
19841053,27,NO
19841102,27,NO
19841116,27,NO
19841131,27,NO
19841166,27,NO
19841194,27,YES
19841256,27,YES
19841289,27,NO
19841296,27,NO
19841355,27,NO
19841397,27,NO
19841433,27,YES
19841435,27,NO
19841448,27,NO
19860009,27,NO
19860024,27,YES
19860041,27,YES
19860068,27,YES
19860086,27,YES
19860131,27,YES
19860163,27,NO
19860181,27,NO
19860220,27,YES
19860230,27,YES
19860364,27,NO
19860407,27,YES
19860478,27,NO
19860536,27,NO
19860574,27,NO
19860592,27,NO
19860619,27,NO
19860633,27,NO
19860682,27,NO
19860827,27,YES
19860829,27,NO
19860830,27,NO
19860833,27,YES
19860867,27,NO
19860907,27,NO
19860952,27,NO
19861032,27,YES
19861083,27,NO
19861111,27,YES
19861128,27,YES
19861178,27,NO
19861200,27,NO
19861216,27,NO
19861250,27,YES
19861272,27,YES
19861281,27,YES
19861286,27,YES
19861335,27,NO
19870018,27,NO
19870030,27,YES
19870043,27,YES
19870101,27,NO
19870195,27,YES
19870222,27,YES
19870236,27,NO
19870246,27,NO
19870398,27,YES
19870410,27,YES
19870477,27,NO
19870659,27,NO
19870662,27,NO
19870667,27,NO
19870672,27,YES
19870689,27,YES
19870820,27,NO
19870842,27,NO
19870881,27,NO
19870894,27,NO
19870915,27,NO
19870927,27,NO
19870999,27,NO
19871030,27,NO
19871032,27,YES
19871035,27,NO
19871125,27,YES
19871165,27,NO
19871266,27,YES
19871269,27,YES
19871336,27,NO
19871384,27,NO
19871412,27,NO
19871464,27,NO
19872071,27,YES
19872117,27,YES
19872130,27,NO
19872142,27,YES
19872184,27,YES
19872211,27,YES
19872276,27,YES
19872302,27,NO
19872328,27,NO
19880007,27,YES
19880013,27,NO
19880143,27,YES
19880225,27,NO
19880334,27,YES
19880460,27,NO
19880539,27,NO
19880543,27,NO
19880625,27,NO
19880641,27,NO
19880661,27,NO
19880684,27,NO
19880894,27,YES
19880895,27,YES
19881022,27,YES
19881093,27,YES
19881182,27,NO
19881188,27,NO
19881249,27,NO
19881295,27,YES
19881322,27,NO
19881335,27,NO
19881364,27,NO
19881401,27,YES
19890006,27,NO
19890095,27,YES
19890338,27,YES
19890354,27,YES
19890399,27,YES
19890401,27,NO
19890419,27,NO
19890449,27,NO
19890508,27,NO
19890512,27,YES
19890689,27,YES
19890789,27,NO
19890882,27,NO
19890952,27,YES
19890966,27,YES
19890972,27,YES
19890994,27,NO
19891236,27,YES
19891424,27,NO
19891438,27,NO
19900036,27,NO
19900283,27,NO
19900423,27,NO
19900430,27,YES
19900655,27,NO
19900762,27,YES
19900920,27,YES
19900968,27,NO
19900969,27,NO
19900984,27,YES
19901042,27,NO
19901180,27,NO
19901181,27,YES
19901301,27,YES
19901320,27,YES
19901325,27,NO
19910152,27,YES
19910185,27,NO
19910254,27,NO
19910273,27,NO
19910275,27,YES
19910338,27,NO
19910470,27,NO
19910500,27,NO
19910523,27,YES
19910820,27,YES
19910853,27,NO
19910876,27,NO
19910879,27,YES
19910930,27,NO
19911100,27,NO
19911134,27,NO
19911190,27,NO
19911199,27,NO
19911364,27,YES
19911396,27,YES
19911431,27,NO
19911486,27,NO
19930055,27,NO
19930070,27,YES
19930176,27,YES
19930249,27,NO
19930271,27,NO
19930636,27,NO
19930649,27,NO
19930670,27,NO
19930900,27,NO
19931026,27,NO
19931121,27,YES
19931402,27,YES
19931448,27,YES
19931473,27,YES
19940042,27,NO
19940229,27,NO
19940243,27,YES
19940263,27,NO
19940565,27,NO
19940590,27,NO
19940616,27,NO
19940672,27,YES
19940891,27,YES
19940894,27,YES
19940903,27,YES
19940920,27,NO
19941006,27,NO
19941121,27,NO
19941151,27,YES
19941205,27,NO
19941211,27,NO
19941213,27,YES
19941227,27,YES
19941430,27,NO
19941903,27,NO
19941928,27,YES
19941945,27,NO
19942036,27,NO
19942155,27,YES
19942267,27,NO
19942329,27,NO
19942369,27,NO
19942516,27,NO
19942611,27,NO
19942638,27,NO
19942809,27,YES
19942961,27,NO
19960028,27,NO
19960030,27,NO
19960378,27,NO
19960432,27,YES
19960504,27,NO
19960811,27,NO
19960889,27,YES
19960926,27,YES
19960996,27,NO
19961101,27,YES
19961248,27,YES
19961256,27,NO
19961485,27,YES
19961694,27,YES
19961714,27,YES
19961761,27,NO
19961876,27,NO
19962005,27,NO
19962024,27,YES
19962029,27,NO
19962111,27,YES
19962142,27,NO
19962179,27,YES
19962199,27,YES
19962226,27,NO
19962278,27,NO
19962309,27,NO
19962434,27,YES
19962455,27,YES
19962593,27,NO
19962709,27,NO
19962801,27,YES
19980002,27,NO
19980017,27,NO
19980040,27,YES
19980228,27,NO
19980407,27,YES
19980421,27,NO
19980433,27,NO
19980543,27,YES
19980655,27,NO
19980760,27,NO
19980806,27,NO
19980943,27,NO
19981074,27,NO
19981227,27,NO
19981237,27,NO
19981255,27,NO
19981316,27,YES
19981360,27,NO
19981412,27,NO
19981543,27,YES
19981609,27,YES
19981627,27,YES
19981868,27,YES
19981940,27,YES
19981976,27,YES
19981988,27,YES
19982067,27,NO
19982093,27,NO
19982120,27,NO
19982210,27,YES
19982335,27,NO
19982668,27,NO
20000230,27,YES
20000481,27,NO
20000559,27,NO
20000621,27,NO
20000649,27,NO
20000719,27,YES
20000778,27,NO
20000935,27,NO
20000989,27,YES
20001027,27,NO
20001231,27,NO
20001255,27,YES
20001507,27,YES
20001574,27,YES
20001654,27,NO
20001669,27,YES
20001859,27,YES
20001900,27,NO
20001981,27,NO
20002048,27,YES
20002135,27,NO
20002170,27,YES
20002209,27,NO
20002281,27,NO
20002327,27,NO
20002338,27,NO
20002456,27,YES
20002544,27,YES
20002565,27,YES
20002668,27,NO
20020111,27,YES
20020313,27,NO
20020325,27,YES
20020409,27,YES
20020856,27,YES
20020972,27,NO
20020999,27,YES
20021281,27,NO
20021443,27,YES
20021523,27,YES
20021562,27,YES
20021583,27,NO
20022034,27,NO
20022143,27,NO
20022242,27,NO
20022327,27,NO
20022335,27,NO
20022349,27,NO
20022394,27,YES
20040196,27,YES
20040201,27,NO
20040244,27,YES
20040334,27,YES
20040368,27,NO
20040538,27,NO
20040782,27,NO
20041051,27,NO
20041099,27,NO
20041295,27,NO
20041372,27,NO
20041381,27,YES
20041595,27,NO
20041629,27,NO
20041646,27,YES
20041828,27,YES
20041853,27,NO
20042469,27,NO
20042775,27,YES
19730098,28,NO
19730099,28,YES
19730126,28,YES
19730179,28,NO
19730252,28,YES
19730264,28,NO
19730278,28,NO
19730283,28,NO
19730312,28,YES
19730520,28,NO
19730521,28,NO
19730657,28,NO
19730670,28,YES
19730706,28,YES
19730833,28,YES
19730840,28,NO
19730870,28,NO
19730965,28,NO
19730973,28,YES
19731004,28,NO
19731026,28,NO
19731036,28,NO
19731097,28,YES
19731108,28,NO
19731142,28,NO
19731145,28,NO
19731190,28,NO
19731285,28,NO
19731387,28,NO
19750006,28,NO
19750020,28,YES
19750069,28,NO
19750094,28,NO
19750099,28,NO
19750176,28,YES
19750213,28,YES
19750242,28,YES
19750360,28,NO
19750376,28,NO
19750408,28,NO
19750515,28,NO
19750604,28,NO
19750680,28,NO
19750697,28,NO
19750715,28,NO
19751012,28,YES
19751017,28,NO
19751102,28,YES
19751139,28,YES
19751177,28,NO
19751244,28,NO
19751256,28,NO
19751298,28,YES
19751341,28,NO
19751428,28,YES
19751532,28,NO
19751536,28,YES
19751599,28,NO
19751638,28,YES
19751678,28,NO
19751702,28,NO
19751704,28,NO
19751723,28,NO
19751751,28,NO
19760036,28,NO
19760046,28,YES
19760053,28,YES
19760069,28,NO
19760082,28,YES
19760101,28,NO
19760119,28,YES
19760179,28,NO
19760216,28,NO
19760238,28,NO
19760359,28,NO
19760470,28,YES
19760511,28,NO
19760555,28,NO
19760644,28,NO
19760651,28,YES
19761028,28,NO
19761035,28,NO
19761039,28,NO
19761040,28,NO
19761059,28,NO
19761090,28,NO
19761135,28,YES
19761168,28,NO
19761301,28,NO
19761375,28,YES
19761376,28,YES
19761400,28,NO
19761411,28,NO
19761436,28,NO
19761531,28,YES
19761551,28,NO
19761559,28,NO
19761582,28,YES
19761599,28,NO
19761615,28,YES
19761626,28,NO
19761661,28,YES
19761680,28,YES
19761683,28,NO
19761715,28,NO
19761741,28,NO
19780079,28,NO
19780104,28,NO
19780121,28,NO
19780124,28,YES
19780153,28,NO
19780222,28,NO
19780278,28,NO
19780316,28,YES
19780333,28,NO
19780402,28,NO
19780417,28,YES
19780434,28,NO
19780499,28,NO
19780589,28,NO
19780592,28,YES
19780650,28,NO
19780723,28,NO
19780760,28,YES
19780881,28,NO
19780900,28,YES
19780920,28,NO
19780925,28,NO
19780934,28,NO
19780945,28,YES
19780968,28,NO
19780993,28,NO
19781001,28,YES
19781003,28,NO
19781028,28,NO
19781039,28,NO
19781078,28,NO
19781127,28,NO
19781222,28,NO
19781324,28,NO
19781414,28,NO
19781436,28,NO
19781441,28,NO
19781459,28,NO
19781465,28,NO
19781490,28,NO
19800004,28,NO
19800055,28,YES
19800069,28,NO
19800111,28,NO
19800142,28,NO
19800187,28,YES
19800208,28,NO
19800263,28,NO
19800288,28,NO
19800320,28,YES
19800454,28,NO
19800466,28,NO
19800552,28,NO
19800589,28,YES
19800623,28,NO
19800632,28,NO
19800838,28,NO
19800915,28,NO
19800919,28,YES
19800996,28,NO
19801020,28,NO
19801049,28,NO
19801091,28,NO
19801101,28,YES
19801170,28,YES
19801195,28,NO
19801231,28,YES
19801265,28,YES
19801330,28,NO
19801373,28,NO
19801421,28,NO
19801429,28,NO
19801450,28,NO
19801464,28,NO
19830004,28,NO
19830027,28,YES
19830101,28,NO
19830103,28,NO
19830140,28,NO
19830154,28,NO
19830193,28,NO
19830198,28,YES
19830212,28,NO
19830228,28,NO
19830263,28,NO
19830306,28,NO
19830373,28,NO
19830378,28,NO
19830429,28,NO
19830446,28,YES
19830479,28,YES
19830482,28,NO
19830689,28,NO
19830692,28,NO
19830696,28,NO
19830704,28,NO
19830781,28,NO
19830804,28,NO
19830807,28,NO
19830811,28,YES
19830855,28,YES
19830888,28,NO
19830897,28,NO
19830935,28,NO
19830986,28,YES
19830996,28,NO
19831020,28,NO
19831021,28,YES
19831062,28,NO
19831079,28,NO
19831127,28,NO
19831155,28,NO
19831158,28,NO
19831169,28,NO
19831287,28,YES
19831422,28,NO
19831427,28,YES
19831503,28,NO
19831550,28,NO
19831551,28,NO
19831557,28,YES
19831595,28,NO
19840073,28,NO
19840086,28,YES
19840090,28,NO
19840094,28,NO
19840105,28,NO
19840162,28,NO
19840224,28,NO
19840247,28,NO
19840252,28,NO
19840283,28,NO
19840287,28,YES
19840299,28,NO
19840305,28,NO
19840353,28,NO
19840366,28,NO
19840395,28,NO
19840415,28,NO
19840454,28,YES
19840465,28,NO
19840469,28,NO
19840493,28,NO
19840507,28,NO
19840686,28,NO
19840786,28,NO
19840825,28,NO
19840989,28,NO
19840992,28,NO
19841054,28,NO
19841089,28,NO
19841113,28,NO
19841192,28,YES
19841249,28,NO
19841257,28,YES
19841285,28,NO
19841330,28,NO
19841406,28,NO
19841430,28,NO
19860001,28,YES
19860054,28,NO
19860185,28,NO
19860251,28,NO
19860259,28,YES
19860352,28,YES
19860359,28,NO
19860421,28,NO
19860460,28,NO
19860475,28,YES
19860517,28,NO
19860561,28,YES
19860625,28,YES
19860631,28,YES
19860656,28,NO
19860657,28,YES
19860659,28,NO
19860687,28,NO
19860841,28,NO
19860895,28,NO
19860970,28,NO
19860984,28,YES
19860987,28,YES
19861022,28,NO
19861028,28,NO
19861043,28,NO
19861066,28,NO
19861086,28,YES
19861110,28,YES
19861132,28,NO
19861146,28,YES
19861204,28,YES
19861228,28,YES
19861237,28,YES
19861285,28,NO
19861311,28,NO
19861320,28,NO
19861386,28,NO
19861391,28,NO
19861426,28,NO
19861436,28,NO
19870026,28,YES
19870054,28,NO
19870081,28,NO
19870111,28,NO
19870136,28,YES
19870153,28,YES
19870157,28,YES
19870174,28,YES
19870209,28,NO
19870303,28,NO
19870358,28,YES
19870359,28,YES
19870496,28,NO
19870500,28,NO
19870556,28,NO
19870590,28,YES
19870693,28,YES
19870696,28,NO
19870707,28,NO
19870750,28,NO
19870884,28,YES
19870907,28,NO
19870930,28,YES
19870949,28,NO
19870953,28,YES
19871101,28,NO
19871108,28,YES
19871175,28,NO
19871200,28,YES
19871224,28,NO
19871243,28,NO
19871247,28,NO
19871258,28,NO
19871294,28,NO
19871295,28,NO
19871358,28,NO
19871374,28,NO
19872031,28,YES
19872035,28,YES
19872074,28,NO
19872133,28,NO
19872189,28,NO
19872227,28,NO
19872281,28,YES
19880031,28,NO
19880075,28,NO
19880096,28,YES
19880101,28,YES
19880106,28,NO
19880120,28,NO
19880241,28,NO
19880338,28,YES
19880344,28,YES
19880447,28,YES
19880572,28,NO
19880589,28,YES
19880601,28,NO
19880647,28,NO
19880702,28,NO
19880830,28,YES
19880851,28,YES
19880890,28,YES
19880900,28,NO
19880949,28,NO
19881024,28,NO
19881027,28,YES
19881119,28,NO
19881163,28,NO
19881170,28,YES
19881234,28,NO
19881332,28,NO
19881442,28,NO
19881475,28,NO
19890043,28,NO
19890044,28,NO
19890068,28,NO
19890079,28,NO
19890129,28,NO
19890200,28,NO
19890205,28,NO
19890210,28,NO
19890225,28,NO
19890229,28,NO
19890256,28,NO
19890337,28,NO
19890339,28,NO
19890346,28,YES
19890352,28,NO
19890402,28,YES
19890455,28,NO
19890495,28,YES
19890600,28,NO
19890650,28,YES
19890716,28,YES
19890899,28,NO
19890948,28,YES
19890964,28,NO
19891132,28,YES
19891148,28,NO
19891337,28,YES
19891407,28,YES
19891413,28,NO
19891450,28,NO
19891474,28,NO
19891477,28,NO
19891485,28,NO
19891515,28,NO
19900016,28,NO
19900113,28,NO
19900218,28,YES
19900228,28,YES
19900269,28,YES
19900282,28,NO
19900306,28,NO
19900410,28,YES
19900443,28,NO
19900471,28,YES
19900666,28,NO
19900681,28,NO
19900721,28,NO
19901029,28,YES
19901035,28,NO
19901100,28,YES
19901175,28,NO
19901191,28,NO
19901229,28,YES
19901243,28,NO
19901280,28,YES
19901349,28,NO
19910028,28,NO
19910082,28,NO
19910090,28,NO
19910179,28,NO
19910186,28,YES
19910218,28,NO
19910250,28,NO
19910407,28,NO
19910632,28,NO
19910703,28,NO
19910715,28,YES
19910726,28,NO
19910756,28,YES
19910902,28,NO
19911040,28,NO
19911041,28,NO
19911074,28,NO
19911148,28,NO
19911310,28,YES
19911449,28,YES
19930105,28,NO
19930109,28,YES
19930134,28,YES
19930251,28,YES
19930509,28,YES
19930715,28,NO
19930735,28,NO
19930876,28,NO
19930904,28,NO
19930928,28,NO
19930942,28,NO
19930963,28,NO
19931031,28,NO
19931107,28,YES
19931147,28,NO
19931226,28,NO
19931269,28,YES
19931337,28,NO
19931368,28,YES
19931383,28,NO
19931394,28,NO
19931399,28,NO
19931483,28,NO
19931602,28,YES
19940137,28,YES
19940201,28,YES
19940228,28,NO
19940266,28,NO
19940307,28,YES
19940325,28,NO
19940340,28,YES
19940359,28,NO
19940376,28,NO
19940671,28,NO
19940762,28,NO
19940765,28,NO
19940882,28,YES
19940917,28,NO
19940976,28,NO
19941416,28,NO
19941458,28,NO
19941672,28,YES
19941715,28,YES
19941772,28,NO
19941826,28,YES
19941859,28,NO
19941958,28,NO
19942007,28,NO
19942015,28,NO
19942046,28,NO
19942088,28,NO
19942247,28,NO
19942274,28,NO
19942470,28,NO
19942517,28,NO
19942618,28,YES
19942661,28,NO
19942694,28,NO
19942757,28,NO
19942776,28,NO
19942891,28,NO
19942959,28,YES
19942960,28,NO
19960233,28,NO
19960235,28,NO
19960593,28,NO
19960632,28,NO
19960650,28,YES
19960719,28,NO
19960721,28,YES
19960785,28,NO
19960906,28,NO
19960945,28,NO
19960977,28,NO
19960981,28,NO
19961067,28,YES
19961070,28,YES
19961078,28,NO
19961283,28,NO
19961284,28,YES
19961351,28,NO
19961393,28,YES
19961471,28,NO
19961581,28,NO
19961583,28,NO
19961599,28,YES
19961602,28,NO
19961701,28,NO
19961736,28,YES
19961777,28,YES
19961784,28,NO
19961812,28,NO
19961822,28,NO
19962021,28,NO
19962058,28,NO
19962200,28,YES
19962208,28,YES
19962308,28,NO
19962442,28,YES
19962501,28,NO
19962657,28,YES
19962830,28,YES
19962866,28,NO
19980020,28,NO
19980210,28,YES
19980212,28,NO
19980266,28,YES
19980290,28,YES
19980320,28,NO
19980389,28,YES
19980455,28,YES
19980481,28,NO
19980487,28,YES
19980490,28,YES
19980527,28,NO
19980569,28,YES
19980694,28,NO
19980807,28,YES
19980894,28,NO
19980908,28,NO
19980923,28,NO
19980980,28,NO
19980993,28,YES
19981040,28,NO
19981200,28,YES
19981321,28,NO
19981354,28,NO
19981375,28,NO
19981409,28,NO
19981418,28,YES
19981434,28,YES
19981458,28,YES
19981461,28,YES
19981578,28,NO
19981624,28,NO
19981635,28,NO
19981735,28,YES
19981767,28,YES
19981795,28,NO
19981801,28,YES
19981820,28,NO
19981837,28,NO
19981888,28,NO
19981915,28,YES
19981920,28,YES
19982046,28,NO
19982132,28,YES
19982136,28,NO
19982173,28,YES
19982404,28,NO
19982476,28,NO
19982480,28,NO
19982605,28,NO
19982610,28,NO
19982715,28,NO
19982760,28,YES
19982788,28,NO
19982803,28,NO
20000128,28,YES
20000200,28,NO
20000221,28,NO
20000298,28,YES
20000349,28,NO
20000438,28,NO
20000470,28,NO
20000499,28,NO
20000627,28,YES
20000820,28,NO
20000826,28,YES
20000872,28,YES
20000966,28,NO
20001104,28,NO
20001307,28,YES
20001328,28,NO
20001393,28,NO
20001421,28,YES
20001621,28,NO
20001659,28,NO
20001734,28,YES
20001831,28,YES
20001869,28,NO
20001946,28,NO
20002289,28,NO
20002345,28,YES
20002396,28,NO
20002559,28,NO
20002578,28,YES
20002699,28,NO
20002753,28,YES
20020203,28,NO
20020250,28,YES
20020427,28,NO
20020816,28,NO
20020844,28,YES
20020879,28,YES
20020913,28,NO
20021207,28,YES
20021323,28,NO
20021537,28,NO
20021560,28,NO
20021920,28,NO
20022123,28,YES
20022130,28,YES
20022675,28,NO
20022691,28,YES
20022732,28,NO
20040162,28,NO
20040231,28,NO
20040464,28,YES
20040558,28,YES
20040565,28,NO
20040581,28,NO
20040596,28,YES
20040602,28,YES
20040609,28,NO
20040612,28,NO
20041419,28,YES
20041593,28,NO
20041649,28,NO
20041671,28,YES
20041818,28,NO
20042011,28,YES
20042221,28,NO
20042293,28,YES
19730119,29,YES
19730206,29,NO
19730324,29,NO
19730349,29,NO
19730404,29,NO
19730415,29,NO
19730442,29,NO
19730477,29,NO
19730510,29,YES
19730511,29,YES
19730580,29,YES
19730610,29,YES
19730614,29,NO
19730632,29,YES
19730640,29,NO
19730680,29,NO
19730707,29,NO
19730719,29,NO
19730765,29,NO
19730802,29,YES
19730808,29,NO
19730908,29,NO
19730981,29,YES
19730994,29,NO
19731041,29,NO
19731078,29,NO
19731133,29,YES
19731192,29,NO
19731295,29,YES
19731327,29,NO
19731411,29,NO
19731432,29,YES
19731437,29,NO
19731502,29,NO
19750045,29,NO
19750049,29,NO
19750101,29,NO
19750108,29,NO
19750155,29,NO
19750172,29,YES
19750288,29,YES
19750299,29,YES
19750325,29,NO
19750362,29,YES
19750466,29,NO
19750518,29,NO
19750522,29,NO
19750564,29,YES
19750566,29,NO
19750592,29,NO
19750594,29,YES
19750601,29,NO
19750653,29,NO
19751014,29,YES
19751105,29,NO
19751126,29,NO
19751195,29,NO
19751407,29,YES
19751410,29,NO
19751432,29,YES
19751505,29,NO
19751537,29,YES
19751618,29,NO
19751641,29,YES
19751650,29,NO
19751664,29,YES
19751721,29,NO
19751738,29,NO
19760010,29,YES
19760037,29,NO
19760059,29,NO
19760085,29,YES
19760087,29,NO
19760097,29,NO
19760122,29,NO
19760190,29,YES
19760236,29,NO
19760340,29,NO
19760348,29,NO
19760366,29,YES
19760403,29,NO
19760421,29,YES
19760422,29,YES
19760442,29,NO
19760455,29,NO
19760589,29,YES
19760593,29,NO
19760646,29,YES
19760741,29,NO
19761038,29,YES
19761076,29,YES
19761081,29,NO
19761121,29,NO
19761199,29,NO
19761279,29,NO
19761280,29,NO
19761341,29,YES
19761350,29,NO
19761359,29,NO
19761386,29,NO
19761435,29,NO
19761476,29,NO
19761540,29,NO
19761550,29,NO
19761634,29,NO
19761651,29,NO
19761660,29,NO
19780084,29,NO
19780160,29,NO
19780228,29,NO
19780234,29,NO
19780442,29,NO
19780482,29,YES
19780504,29,NO
19780512,29,NO
19780564,29,NO
19780570,29,NO
19780608,29,NO
19780704,29,NO
19780719,29,NO
19780721,29,NO
19780791,29,NO
19780814,29,NO
19780856,29,NO
19780872,29,NO
19780897,29,NO
19780927,29,NO
19780973,29,YES
19781012,29,NO
19781061,29,NO
19781069,29,NO
19781106,29,NO
19781108,29,NO
19781115,29,NO
19781122,29,NO
19781238,29,NO
19781256,29,NO
19781274,29,YES
19781301,29,NO
19781313,29,NO
19781385,29,NO
19781412,29,NO
19781447,29,NO
19800051,29,NO
19800097,29,NO
19800130,29,NO
19800131,29,NO
19800246,29,YES
19800298,29,NO
19800300,29,NO
19800313,29,NO
19800376,29,NO
19800460,29,NO
19800463,29,YES
19800493,29,NO
19800602,29,NO
19800668,29,NO
19800753,29,NO
19800794,29,NO
19800863,29,NO
19800874,29,NO
19800927,29,NO
19800942,29,YES
19801022,29,YES
19801026,29,YES
19801028,29,NO
19801068,29,NO
19801086,29,YES
19801130,29,NO
19801134,29,NO
19801184,29,YES
19801214,29,NO
19801233,29,NO
19801292,29,NO
19801308,29,NO
19801338,29,NO
19801401,29,NO
19801406,29,NO
19801455,29,NO
19801458,29,NO
19830139,29,NO
19830204,29,NO
19830254,29,NO
19830282,29,NO
19830336,29,NO
19830400,29,YES
19830478,29,YES
19830511,29,NO
19830545,29,NO
19830546,29,NO
19830549,29,NO
19830573,29,YES
19830620,29,NO
19830648,29,NO
19830706,29,NO
19830727,29,NO
19830740,29,NO
19830771,29,YES
19830777,29,YES
19830782,29,NO
19830813,29,YES
19830822,29,NO
19830882,29,YES
19830932,29,YES
19830953,29,NO
19830960,29,NO
19830964,29,YES
19831067,29,NO
19831102,29,NO
19831126,29,NO
19831157,29,NO
19831225,29,NO
19831262,29,YES
19831291,29,NO
19831322,29,NO
19831394,29,NO
19831420,29,NO
19831432,29,NO
19831452,29,YES
19831462,29,NO
19831465,29,YES
19831536,29,NO
19831586,29,YES
19840057,29,YES
19840118,29,YES
19840145,29,NO
19840220,29,YES
19840228,29,NO
19840378,29,NO
19840394,29,NO
19840401,29,YES
19840446,29,NO
19840555,29,NO
19840573,29,NO
19840583,29,NO
19840611,29,NO
19840635,29,NO
19840643,29,YES
19840650,29,NO
19840665,29,YES
19840669,29,NO
19840722,29,YES
19840917,29,NO
19841011,29,YES
19841017,29,NO
19841042,29,YES
19841114,29,YES
19841126,29,YES
19841151,29,NO
19841234,29,NO
19841250,29,NO
19841317,29,NO
19841338,29,YES
19841350,29,YES
19841391,29,NO
19841443,29,NO
19860029,29,YES
19860047,29,NO
19860073,29,NO
19860090,29,YES
19860099,29,YES
19860128,29,YES
19860226,29,YES
19860249,29,NO
19860265,29,NO
19860299,29,NO
19860329,29,NO
19860348,29,NO
19860368,29,YES
19860415,29,NO
19860490,29,YES
19860541,29,NO
19860553,29,YES
19860582,29,NO
19860598,29,YES
19860658,29,NO
19860662,29,NO
19860745,29,YES
19860770,29,NO
19860897,29,NO
19860905,29,NO
19860929,29,YES
19860931,29,YES
19861007,29,NO
19861074,29,NO
19861115,29,NO
19861147,29,NO
19861300,29,YES
19861372,29,NO
19861427,29,NO
19861463,29,YES
19870007,29,NO
19870008,29,NO
19870063,29,YES
19870082,29,NO
19870083,29,NO
19870121,29,NO
19870134,29,NO
19870193,29,NO
19870215,29,NO
19870242,29,NO
19870281,29,NO
19870328,29,YES
19870353,29,YES
19870443,29,YES
19870454,29,YES
19870474,29,NO
19870501,29,NO
19870537,29,YES
19870561,29,NO
19870656,29,NO
19870744,29,NO
19870790,29,NO
19870823,29,NO
19870899,29,NO
19870935,29,NO
19870945,29,YES
19870973,29,NO
19871029,29,NO
19871066,29,NO
19871074,29,NO
19871091,29,NO
19871158,29,YES
19871174,29,NO
19871303,29,YES
19871304,29,NO
19871414,29,NO
19871449,29,YES
19872144,29,YES
19872182,29,NO
19872186,29,YES
19872198,29,NO
19872224,29,YES
19872277,29,NO
19872297,29,NO
19880004,29,YES
19880030,29,NO
19880102,29,NO
19880240,29,NO
19880261,29,NO
19880458,29,YES
19880542,29,NO
19880578,29,YES
19880586,29,YES
19880975,29,NO
19881017,29,NO
19881064,29,YES
19881091,29,NO
19881114,29,NO
19881140,29,YES
19881187,29,YES
19881329,29,NO
19881360,29,YES
19881454,29,NO
19881459,29,NO
19890031,29,YES
19890139,29,NO
19890141,29,NO
19890159,29,NO
19890215,29,NO
19890221,29,YES
19890336,29,NO
19890478,29,NO
19890487,29,YES
19890535,29,YES
19890603,29,NO
19890656,29,YES
19890727,29,NO
19890871,29,NO
19890927,29,YES
19890946,29,YES
19890989,29,NO
19891015,29,NO
19891176,29,YES
19891199,29,NO
19891243,29,YES
19891279,29,YES
19891331,29,NO
19891338,29,YES
19891368,29,NO
19891472,29,NO
19891486,29,YES
19900085,29,YES
19900116,29,NO
19900141,29,YES
19900147,29,NO
19900232,29,NO
19900302,29,NO
19900332,29,YES
19900376,29,YES
19900394,29,YES
19900486,29,NO
19900504,29,YES
19900750,29,NO
19900845,29,NO
19900914,29,YES
19901034,29,NO
19901052,29,NO
19901059,29,NO
19901096,29,NO
19901098,29,NO
19901176,29,YES
19901230,29,NO
19901326,29,NO
19901354,29,YES
19910050,29,YES
19910216,29,YES
19910228,29,NO
19910255,29,NO
19910304,29,YES
19910376,29,YES
19910422,29,NO
19910497,29,NO
19910510,29,NO
19910578,29,NO
19910615,29,YES
19910648,29,YES
19910827,29,NO
19910928,29,NO
19911132,29,YES
19911194,29,NO
19911208,29,NO
19911494,29,NO
19930011,29,YES
19930031,29,NO
19930083,29,NO
19930321,29,NO
19930517,29,NO
19930663,29,NO
19930681,29,NO
19930799,29,YES
19930920,29,YES
19930989,29,NO
19931091,29,NO
19931104,29,YES
19931114,29,NO
19931244,29,NO
19931276,29,YES
19931312,29,NO
19931366,29,NO
19931469,29,YES
19931474,29,NO
19931558,29,YES
19931575,29,NO
19931599,29,NO
19940191,29,NO
19940230,29,YES
19940382,29,YES
19940385,29,NO
19940396,29,NO
19940440,29,YES
19940520,29,NO
19940659,29,NO
19940872,29,NO
19941120,29,YES
19941291,29,NO
19941296,29,NO
19941347,29,NO
19941485,29,NO
19941562,29,NO
19941608,29,NO
19941785,29,NO
19941875,29,NO
19942019,29,NO
19942223,29,NO
19942340,29,NO
19942399,29,YES
19942400,29,NO
19942409,29,NO
19942568,29,NO
19942588,29,NO
19942596,29,YES
19942733,29,NO
19942811,29,NO
19942929,29,NO
19942978,29,NO
19960008,29,NO
19960026,29,NO
19960047,29,NO
19960062,29,NO
19960067,29,YES
19960083,29,NO
19960111,29,NO
19960326,29,NO
19960407,29,YES
19960578,29,NO
19960590,29,YES
19960620,29,NO
19960714,29,NO
19960765,29,NO
19960780,29,NO
19960839,29,NO
19960840,29,NO
19960936,29,NO
19960978,29,YES
19960986,29,YES
19961072,29,YES
19961178,29,YES
19961216,29,NO
19961486,29,NO
19961706,29,NO
19961778,29,NO
19961802,29,YES
19961961,29,YES
19962045,29,YES
19962117,29,NO
19962158,29,NO
19962207,29,YES
19962261,29,YES
